,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,group_id_anonymized,lang,message_text,phone_num_anonymized,timestamp,translated
933,933,933,933,1497.0,1497.0,3016,hi,"2014-2016 के बीच देश में 110333 बलात्कार की घटनाएं हुई.  किरन रिजजू ने संसद, राज्य सभा मे दी जानकारी 😱😱😱",174787,1549622374000,"Between 2014-2016, there were 110333 rape incidents in the country. Kiran Rijiju gave information in Parliament, 😱  😱  😱  Rajya Sabha  "
934,934,934,934,1498.0,1498.0,3016,hi,"2014 में जितनी सुंदर जीत बीजेपी की हुई थी.  उतनी ही ""भयानक"" हार 2019 में होगी BJP की.  😂😂😂",174787,1549622407000,"BJP had a beautiful victory in 2014. An equally ""terrible"" defeat will be BJP's in 2019. 😂 😂   😂  4  "
935,935,935,935,1499.0,1499.0,2001,te,"💼 ​JOB  VACANCY​ 💼 :::                🇮🇳   ఇండియా నందు ​succuess full​ గా రన్ అవుతున్న మా కంపెనీ నందు పనిచేయుటకు  ఉత్సాహవంతులైన యువతీ యువకులు కావలెను .......         🌐 ​TIC NETWORK PVT LTD​ 🌐    🏭 ​COMPANY​ :TIC NETWORK        PVTLTD.    ⏱ ​OFFICE TIME​ : 10 AM TO 4 PM      💵 ​SALARY​ : 13,000 TO 25,0000    👨‍💼 ​AGE​ :18 To 30( female male)    🎓 ​QUALIFICATION​ :10th to any degree   📜 ​LANGUAGE​ :TELUGU,ENGLISH    💻 ​WORK​ : office work,                                                          call center work.                 sales work 🗒 ​​ ​NOTE​ ​:-​         1.No Consultancy         2. Job Conform         3.room & food free            🌐 ​LOCATION​: tirupathi           NAME :  📞 ​Phone​   6303412788                       8712204383                            మీకు ఉపయోగ కరమయినది కాకపోయినా మీకు తెలిసిన గ్రూప్స్ లో మరియు మీ ఫ్రెండ్స్ కి షేర్ చేయడం వలన  మన భారత దేశంలో నిరుద్యోగుల సంఖ్య తగించ వచ్చు ..  Plz forward to all your friends and groups    ​ALL THE BEST​",25793,1549622441000,"OB 💼  JOB VACANCY 💼  💼 ::: 🇮🇳 We need young people who are eager to work in our company who are running full of succuess in India ....... 🌐 TIC NETWORK PVT LTD 🏭 P COMPANY: 🌐  TIC NETWORK PVTLTD. 🏭  🌐  ⏱ OFFICE TIME: 10 AM TO 4 PM 💵 SALARY: ⏱  13,000 TO 25,0000 💼 AGE: 18 To 30 💵  (Female Male) 🎓 QUALIFICATION: 💼  👨  10th To Any Degree 📜 LANGUAGE: 🎓  TELUGU , ENGLISH 💻 WORK: office work, 📜  call center work. Sales work 💻  🗒 NOTE: - 1.No Consultancy 2. Job Conform 3.room & food free Share with friends will reduce the number of unemployed people 🗒  in our country .. Plz forward to all your friends and groups ALL THE BEST   🌐  📞 "
936,936,936,936,1501.0,1501.0,2373,en,Here’s the Link of Kristen Ravali’s Shortfilm #janagalam featuring Janasena Party.. Please Do Watch nd Share.. Need all ur Support..,142633,1549622468000,Here’s the Link of Kristen Ravali’s Shortfilm #janagalam featuring Janasena Party.. Please Do Watch nd Share.. Need all ur Support..
937,937,937,937,1502.0,1502.0,1116,hi,पीएम मोदी ने कहा कि आज यहां 2000 करोड़ की फोर लेनिंग हायवे का शिलान्यास किया गया है। पश्चिम बंगाल में कई योजनाएं लटकी हुईं हैं। 20 साल से जलपाईगुड़ी में बेंच की मांग थी। टीएमसी और कांग्रेस को लोगों की परेशानी से कोई मतलब नहीं था। आप चाय उगाने वाले हैं और मैं चाय बनाने वाला हूं। यहां की चाय दुनिया में मशहूर है। मैं सोचता हूं कि दीदी को चाय वालों से क्या  परेशानी है। यहां माटी को बर्बाद कर दिया है और मानूष को मजबूर कर दिया है।  *To follow PM Modi News on Duta:* *Add to your group: +919952085497*,194857,1549622471000,PM Modi said that today the foundation stone of the four-laning highway has been laid here. Many schemes have been hanging in West Bengal. For 20 years there was a demand for benches in Jalpaiguri. The TMC and the Congress had nothing to do with the people's troubles. You are a tea-maker and I am a tea-maker. The tea here is famous in the world. I wonder what sister didi have trouble with tea. Here ruined the soil and forced the man. * To follow PM Modi News on Duta: * * Add to your group: + 919952085497 *  
938,938,938,938,1505.0,1505.0,4479,en,"Join me on Google Pay, a payments app by Google. Enter my code (n3ck0k) and then make a payment. We'll each get ₹51! https://g.co/payinvite/n3ck0k",56391,1549622551000,"Join me on Google Pay, a payments app by Google. Enter my code (n3ck0k) and then make a payment. We'll each get ₹51! https://g.co/payinvite/n3ck0k"
939,939,939,939,1506.0,1506.0,3732,te,డా.వై.యస్.రాజశేఖర్ రెడ్డి గారి జీవిత చరిత్ర ఆధారంగా నిర్మితమైన యాత్ర సినిమాని వీక్షించేందుకు విచ్చేసిన ఎమ్మెల్సీ గోవిందరెడ్డి గారు రాష్ట్ర కార్యదర్శి నాగార్జున రెడ్డి గారు అగ్రిగోల్డ్ బాధితుల బాసట కమిటీ పార్లమెంట్ అధ్యక్షులు.చిత్తా విజయప్రతాప్ రెడ్డి గారు . చిత్తా రవిప్రకాష్ గారు బి.కోడూరు జెడ్ పి టి సి  రామకృష్ణారెడ్డి గారు ప్రభాకర్ రెడ్డి గారు ఈ సందర్భంగా సినిమా థియేటర్ దగ్గర ఏర్పాటు చేసిన వై.యస్.అర్.గారి విగ్రహానికి పూలమాలలు వేసి నివాళులు అర్పించి వై.యస్.అర్.సీపీ నాయకులు ఏర్పాటు చేసిన  కేక్ ను  కట్ చేశారు.ఈ కార్యక్రమంలో నియోజకవర్గ పార్టీ నాయకులు ఎం పి టి సి. సర్పంచులు. వార్డు నెంబర్.కార్యకర్తలు పాల్గొన్నారు.,72386,1549622625000,"Secretary of State Nagarjuna Reddy and MGC Govindreddi, who visited the Yatra film based on the biography of Dr. YS Rajasekhar Reddy, were present. Chitta Raviprakash, B.Kodur Jed PTC Ramakrishna Reddy and Prabhakar Reddy were present at the movie theater and paid tribute to the YSRG statue. The party leaders of the constituency at the event were MPTC. Village headman. Ward number.Carers participated.  "
940,940,940,940,1507.0,1507.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _*०८/०२/२०१९*_      *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_* _*🌹आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री गोविंद देव जी के जयपुर राजस्थान से 🌹*_,154039,1549622651000,_ * 🌹  🙏  🙏🌹 ~ Shri 🙏  🌹  Radhey ~ 7 🌹 * _   🌙  🌙  🌹  🌹 
941,941,941,941,1508.0,1508.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _*०८/०२/२०१९*_      *_🌙 कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_* _*🌹आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री युगल सरकार के गोलोक धाम मुज्जफरनगर से 🌹*_,154039,1549622679000,_ * 🌹  🙏  🙏🌹 ~ Shri 🙏  🌹  Radhey ~ 🌹🙏 * _ _ 🌙  * 07/02/2019 * _ * _ 🌙 Presentation of 🌙  Krishnadham 🌹  Nityadarshan Family🌙🌙 * * * सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर 🌹  सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर सुंदर 🌹 * _  
942,942,942,942,1509.0,1509.0,3016,hi,योगी जी का बजट  गौशाला के लिये 247 करोड़ युवाओ के रोजगार के लिये 100 करोड़  जब बेरोजगार रहेगा इंडिया तभी तो दंगा करेगा इंडिया🤭🤭,174787,1549622706000,"Yogi ji's budget 100 million for employment of 247 crore youth for gaushala, when India will remain unemployed only then India 🤭  🤭  will riot  "
943,943,943,943,1510.0,1510.0,1116,hi,"प्रधानमंत्री ने कहा कि यहां की कानून-व्यवस्था की स्थिति कितनी बदतर हो गई है। यहां का युवा पलायन के लिए मजबूर है। सिंचाई परियोजनाएं लटकी हुई हैं। और, ऐसा हाल बनाने के बावजूद भी उनको कोई परवाह नहीं है। यह खंडपीठ जो मिली है। इसके लिए कोलकाता हाईकोर्ट से करीब बीस साल पहले पहला कदम उठाया गया था। इसके लिए कैबिनेट ने भी मंजूरी दी थी। अब जाकर आपका सपना साकार हुआ है। मैं विशेष रूप से यहां की बार और वकीलों को भी बधाई देता हूं। इसके कारण समय की वचत तो होगी ही, पैसा भी बचेगा। कांग्रेस हो या तृणमूल, या वामदल। आपकी परेशानियों से इनको कोई लेना-देना नहीं है। जलपाईगुड़ी में 65 हजार से ज्यादा पक्के घर मिल चुके हैं और आज यहां इसके लाभार्थी मेरे सामने मौजूद हैं।  *To follow PM Modi News on Duta:* *Add to your group: +919940207377*",194857,1549622717000,"The Prime Minister said how bad the law and order situation has become here. The youth here are forced to flee. Irrigation projects are hanging. And, despite creating such a situation, they do not care. This bench is found. For this, the first step was taken from the Kolkata High Court about twenty years ago. The cabinet also approved for this. Now your dream has come true. I especially congratulate the bar and the lawyers here. Due to this, there will be time to talk, money will also be saved. Be it Congress or Trinamool, or Left. They have nothing to do with your problems. More than 65 thousand pucca houses have been found in Jalpaiguri and today its beneficiaries are present here before me. * To follow PM Modi News on Duta: * * Add to your group: + 919940207377 *  "
944,944,944,944,1512.0,1512.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*  _*🌹🙏🙏आज के सुंदर और मनमोहक  मंगला दर्शन श्री युगल सरकार के इस्कॉन मंदिर उल्हासनगर से 🙏🙏🌹*_    _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549622730000,_ * 🌹  🙏  🙏🌹 ~ Shri 🙏  🌹  Radhey 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🙏  🙏  🌹  🌙  Nityadarshan Family🌙_ * _ * ज Today's beautiful and beautiful Mangala 🌹  🙏  🙏  Darshan from ISKCON Temple Ulhasnagar of Shri Yugal Sarkar 🙏🙏🌹 * _ _ * Hare Krishna Hare Krishna 🌜  Krishna Krishna 🌛  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal🌛  
945,945,945,945,1514.0,1514.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*   _*🌹🙏🙏आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री युगल सरकार के इस्कॉन मंदिर पुणे से🙏🙏 🌹*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549622771000,_ * 🌹  🙏  🙏🌹 ~ Shree 🙏  🌹  Radhey 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🙏  🙏  🌹  🌙  Nityadarshan Family🌙_ * _ * सुंदर Today's beautiful and adorable 🙏 🌹   🙏  makeup philosophy from ISKCON Temple Pune of Shri Yugal Sarkar. 🌹 * _ _ * Hare Krishna Hare Krishna 🌜  Krishna Krishna 🌛  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal🌛  
946,946,946,946,1518.0,1518.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*   _*🌹🙏🙏आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री युगल सरकार के इस्कॉन मंदिर लंदन से 🙏🙏🌹*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549622885000,_ * 🌹  🙏  🙏🌹 ~ Shree 🙏  🌹  Radhey 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🙏  🙏  🌹  🌙  Nityadarshan Family🌙_ * _ * दर्शन Today's beautiful and adorable 🙏 🌹  🙏   makeup philosophy from ISKCON Temple London of Shri Yugal Sarkar 🙏🙏🌹 * _ _ * Hare Krishna Hare Krishna 🌜  Krishna Krishna 🌛  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal🌛  
947,947,947,947,1519.0,1519.0,3902,te,డా.వై.యస్.రాజశేఖర్ రెడ్డి గారి జీవిత చరిత్ర ఆధారంగా నిర్మితమైన యాత్ర సినిమాని వీక్షించేందుకు విచ్చేసిన ఎమ్మెల్సీ గోవిందరెడ్డి గారు రాష్ట్ర కార్యదర్శి నాగార్జున రెడ్డి గారు అగ్రిగోల్డ్ బాధితుల బాసట కమిటీ పార్లమెంట్ అధ్యక్షులు.చిత్తా విజయప్రతాప్ రెడ్డి గారు . చిత్తా రవిప్రకాష్ గారు బి.కోడూరు జెడ్ పి టి సి  రామకృష్ణారెడ్డి గారు ప్రభాకర్ రెడ్డి గారు ఈ సందర్భంగా సినిమా థియేటర్ దగ్గర ఏర్పాటు చేసిన వై.యస్.అర్.గారి విగ్రహానికి పూలమాలలు వేసి నివాళులు అర్పించి వై.యస్.అర్.సీపీ నాయకులు ఏర్పాటు చేసిన  కేక్ ను  కట్ చేశారు.ఈ కార్యక్రమంలో నియోజకవర్గ పార్టీ నాయకులు ఎం పి టి సి. సర్పంచులు. వార్డు నెంబర్.కార్యకర్తలు పాల్గొన్నారు.,72386,1549622943000,"Secretary of State Nagarjuna Reddy and MGC Govindreddi, who visited the Yatra film based on the biography of Dr. YS Rajasekhar Reddy, were present. Chitta Raviprakash, B.Kodur Jed PTC Ramakrishna Reddy and Prabhakar Reddy were present at the movie theater and paid tribute to the YSRG statue. The party leaders of the constituency at the event were MPTC. Village headman. Ward number.Carers participated.  "
948,948,948,948,1520.0,1520.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*  _*🌹🙏🙏आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री युगल सरकार के इस्कॉन मंदिर टोरंटो कनाडा से 🙏🙏🌹*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549622968000,_ * 🌹  🙏  🙏🌹 ~ Shree 🙏  🌹  Radhey 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🙏  🙏  🌹  🌙  Nityadarshan Family🌙_ * _ * दर्शन Today's beautiful and adorable makeup 🙏 🌹  🙏   philosophy Shri Iskeon Temple of Yudh Sarkar from Toronto Canada 🙏🙏🌹 * _ _ * Hare Krishna Hare Krishna 🌜  Krishna Krishna 🌛  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal 🌛  
949,949,949,949,1522.0,1522.0,3283,en,Houston ☝,123856,1549623022000,Houston ☝
950,950,950,950,1523.0,1523.0,3283,en,Southlake TX Harkins 🙏👍💪,123856,1549623026000,Southlake TX Harkins 🙏👍💪
951,951,951,951,1524.0,1524.0,3283,te,కొన్ని లొకేషన్స్ 👆👆👆మాత్రమే పెడుతున్నాం . ప్రతి లొకేషన్ లో వందలాది మంది వీక్షించారు .,123856,1549623028000,Some locations are 👆 👆   👆  just a few. Hundreds of people watched in each location.  
952,952,952,952,1525.0,1525.0,2333,hi,"अब सांसद सैनी से ऐसे निपटेगी बीजेपी, विधायक ने की फेसबुक पर पोस्ट                                                         👆                                                                                                                            http://www.yuvaharyana.com/dr-pawan-saini-facebook-post/",186568,1549623032000,"Now BJP, MLA will deal with MP Saini like this, posted on Facebook 👆 http://www.yuvaharyana.com/dr-pawan-saini-facebook-post/ 👆   "
953,953,953,953,1527.0,1527.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _*०८/०२/२०१९*_      *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_* _*🌹आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री लाड़ो कुंजबिहारी जी के रसिक भक्त विवेक चौठानी भैया जी के निज निवास मुम्बई से 🌹*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549623104000,_ * 🌹  🙏  7 ~ Shri 🙏  🌹  Radhey ~ 7 ठ * _ _ 🌙  * Hare Krishna Hare Krishna Krishna Krishna 🌹  🌙  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare.   🌹  🌜  🌛 
954,954,954,954,1528.0,1528.0,1116,hi,"प्रधानमंत्री ने कहा कि जो सस्ता राशन बंगाल की जनता को मिल रहा है, मुफ्त में रसोई गैस का कनेक्शन मिल रहा है, सस्ती दवाइयां मिल रही हैं, वो केंद्र सरकार भेज रही है । हमारी सरकार में चाय मजदूरों को पेंशन की सुविधा मिलेगी। पश्चिम बंगाल के विकास के लिए हमने कदम उठाए हैं। बीजेपी की नीयत 'सबका साथ-सबका विकास है'। यहां शासन तो दीदी का है पर दादागिरी किसी और की चल रही है। टीएमसी सरकार की तमाम योजनाओं के नाम पर बिचौलियों का अधिकार है। दीदी दिल्लीक जाने के लिए परेशान है और बंगाल के गरीब और मध्यम वर्ग को सिंडिकेट के गठबंधन से लुटने के लिए छोड़ दिया है।  *To follow PM Modi News on Duta:* *Add to your group: +919940207377*",44134,1549623134000,"The Prime Minister said that the people of Bengal are getting cheap ration, getting free LPG connection, getting cheap medicines, they are sending the Central Government. Tea laborers will get pension facility in our government. We have taken steps for the development of West Bengal. BJP's intention is 'Sabka Saath, Sabka Vikas'. Here the rule is of Didi but Dadagiri is being run by someone else. Intermediaries have the right to name all the schemes of the TMC government. Didi is upset to go to Delhi and leaves the poor and middle class of Bengal to be plundered by the syndicate's alliance. * To follow PM Modi News on Duta: * * Add to your group: + 919940207377 *  "
955,955,955,955,1529.0,1529.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*  _*🙏🏻🙏🏻🌹आज के श्रृंगार दर्शन श्री राधा श्यामसुंदर जी के जिन्द हरियाणा से🌹🙏🏻🙏🏻*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549623147000,_ * 🌹  🙏  🙏🌹 ~ Shree 🙏  🌹  Radhey 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🌹  🙏  🙏  🌙  Nityadarshan Parivar. _ * Hare Krishna Hare Krishna Krishna 🙏  🙏  🌹  Krishna Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal🌛_ 🌜  *   🌛 
956,956,956,956,1530.0,1530.0,1721,te,చంద్రబాబు గారు ఢిల్లీ లో ధర్నా కి ప్రజ సొమ్ము కోటి 12 లక్షలు అక్షరాల  11216465 రూపాయలు రైల్వే శాఖ కి చెల్లించరు అప్పుడు హోదా వేస్ట్ ప్యాకేజ్ అనీ ఇప్పుడు హోదా అంటూ దొంగ దీక్షలకి ప్రజ సొమ్ము వాడుతున్నరు,204203,1549623221000,Chandrababu will not pay Rs 12 lakhs worth of dues to the Railway Department in Dhirna in Delhi.  
957,957,957,957,1531.0,1531.0,4424,hi,_*🙏🌹~श्री राधे ~🌹🙏*_ _     *_🌙कृष्णधाम नित्यदर्शन परिवार की प्रस्तुति🌙_*  _*🙏🙏🌹आज के सुंदर और मनमोहक श्रृंगार दर्शन श्री युगल सरकार के इस्कॉन मंदिर मेटपल्ली तेलंगना से 🌹🙏🙏*_   _*हरे कृष्णा हरे कृष्णा कृष्णा कृष्णा हरे हरे।*_         _*हरे राम हरे राम राम राम हरे हरे।।*_ *_🌜मेरे तो गिरधर गोपाल🌛_*,154039,1549623263000,_ * 🌹  🙏  🙏🌹 ~ Sri 🙏  🌹  Radhe 🌙  ~ 🌹🙏 * _ _ * _🌙 Presentation of Krishnadham 🙏 🌹   🙏  🌙  Nityadarshan Family🌙_ * _ * दर्शन Today's beautiful and adorable makeup philosophy 🙏  🙏  🌹  from ISKCON Temple Metapalli Telangana of Sri Yugal Sarkar 🌹🙏🙏 * _ _ * Hare Krishna Hare Krishna 🌜  Krishna Krishna 🌛  Hare Hare. * _ _ * Hare Rama Hare Rama Rama Rama Hare Hare. * _ * _🌜I am Girdhar Gopal 🌛  
958,958,958,958,1532.0,1532.0,5072,hi,"2019 General Election  BJP Vs  Congress + Left + BSP + SP + TDP + RJD + Shiv Sena + TMC + DMK + AAP + JDU + NDTV + ABP NEWS + Scroll + The Wire + Award Wapsi Gang + JNU + Pakistan + China  क्या मुलायम, लालू, मायावती, सोनिया, राहुल, केजरीवाल, ममता बनर्जी, वामपंथी ये सब नरेन्द्र मोदी से बेहतर हैं या इनका रिकॉर्ड बेहतर है ?  क्या नरेन्द्र मोदी के गुजरात के मुख्यमंत्रीकाल की तुलना मे ममता बनर्जी, अखिलेश आदि का कार्यकाल बेहतर नजर आता है ? तुलना करनी है तो गुजरात के किसी छोटे शहर मे जाकर एक नजर मार लीजिये और फिर इन अन्य राज्यों की राजधानी का भ्रमण कीजिये !  राजनीति मे प्रवेश के समय लालू और मुलायम, दोनों के घर की स्थिति ऎसी थी कि इनके पास साइकिल और लालटेन खरीदने तक के पैसे नहीं थे, जाति के नाम पर चलने वाले ये नेता आज अरबपति हैं, रामगोपाल चार्टर्ड प्लेन में घूमता है, तो शिवपाल ऑडी मे, कहां से आया इतना अकूत धन, क्या ये लोग नरेन्द्र मोदी से बेहतर हैं ?  सोनिया जी के बेटा-बेटी और दामाद आज सभी अरबपति है, क्या ये नरेन्द्र मोदी से बेहतर हैं ?  क्या 35 साल बंगाल में राज करने वाले वामपंथी, नरेन्द्र मोदी से बेहतर हैं ?  पांच साल केजरीवाल ने विज्ञापन चलाकर दिल्ली के लोगों को चूना लगाया, WIFI, CCTV, 150 कॉलेज, 500 स्कूल, क्या ये कुकुरमुत्ता नरेंद्र मोदी से बेहतर है ?  जब मायावती राजनीती करने निकली थी और काशीराम की साथी थी, तब उसके घर में दिया जलाने का धन नहीं था, साईकल से प्रचार करती थी, आज उसका सैंडल भी प्लेन से आता है, उसके भाई के पास 497 कंपनियां हैं, क्या ये नरेंद्र मोदी से बेहतर है ?  मोदी का विरोध करने वालों, विरोध करो, पर समर्थन किसका करना है ये तो तय करो कोई बेहतर विकल्प हो तो बताना, थोड़ा देश का भी सोचो, कितना बर्बाद करवाना है, कितना लूटवाना है ? बाहर निकलो जातियो के बंधनों से इसे उबारकर ये लूटेरे हमे ही लूटते हैं !  ● मुझे नहीं मालूम कि मैं मोदी को क्यों पसंद करता हूं, लेकिन मेरे पास कांग्रेस, सपा, बसपा, आप को नापसंद करने के बहुत कारण हैं !  ● मुझे नहीं मालूम कि अच्छे दिन आयेंगे या नहीं, पर मोदी जी के अतिरिक्त और कोई राजनेता दूर दूर तक दिखाई नहीं देता जो भारत के अच्छे दिनों के लिए तन और मन से प्रयत्न करता हो !  ● मुझे ये भी नहीं मालूम कि मोदी जी भारत को हिन्दू राष्ट्र बना पायेंगे या नहीं, लेकिन ये पूरा यकीन हैं कि वो पूरी संजीदगी और गंभीरता से भारत माता को पुनः विश्वगुरु का दर्जा दिलवाने हेतु प्रयासरत हैं !  ● मुझे फर्क नहीं पड़ता कि मोदी जी के पास इतिहास की जानकारी है या नही, पर मुझे पक्का यकीन है कि उनके पास भविष्य की पूरी तैयारी है !  *मान लो कि यह पोस्ट बनाने वाला मोदी भक्त है, लेकिन ऊपर वाले ने बुद्धि तो आपको भी दी है, इसलिये पूरी ईमानदारी से सोचिये, केवल अपने लिये नहीं बल्कि अपने देश के के लिए लिए भी।",89568,1549623299000,"2019 General Election BJP Vs Congress + Left + BSP + SP + TDP + RJD + Shiv Sena + TMC + DMK + AAP + JDU + NDTV + ABP NEWS + Scroll + The Wire + Award Wapsi Gang + JNU + Pakistan + China What soft, Lalu, Mayawati, Sonia, Rahul, Kejriwal, Mamta Banerjee, Leftists are all better than Narendra Modi or their record is better? Does the tenure of Mamata Banerjee, Akhilesh etc. seem better than Narendra Modi's Chief Minister's term in Gujarat? If you want to compare, then take a look in a small city of Gujarat and then visit the capital of these other states! At the time of entering politics, both Lalu and Mulayam's house was such that they did not have the money to buy bicycles and lanterns, these caste leaders are today billionaires, Ram Gopal roams on chartered planes, Shivpal Where did so much money come from in Audi, are these people better than Narendra Modi? Sonia's son-daughter and son-in-law are all billionaires today, are they better than Narendra Modi? Are leftists who ruled Bengal for 35 years better than Narendra Modi? Five years ago, Kejriwal duped the people of Delhi by running an advertisement, WIFI, CCTV, 150 colleges, 500 schools, is this better than mushroom Narendra Modi? When Mayawati came out to do politics and was Kashiram's partner, she did not have money to burn in her house, campaigned with cycle, today her sandal also comes from the plane, her brother has 497 companies, is this Narendra Modi is better than ? Those who oppose Modi, oppose it, but decide whom to support, if there is a better option then tell, think a little about the country also, how much to waste, how much to loot? Get out from the shackles of people, these robbers rob us only! ● I do not know why I like Modi, but I have many reasons to dislike Congress, SP, BSP, AAP! ● I do not know whether the good days will come or not, but no politician other than Modi ji appears far and wide who strives wholeheartedly and mindfully for the good days of India! ● I do not even know whether Modi ji will be able to make India a Hindu nation or not, but he is very sure that he is trying to get Bharat Mata status back to Bharat Mata with full seriousness and seriousness! ● I do not care whether Modi ji has history or not, but I am sure that he has complete preparation for the future! * Suppose Modi who created this post is a devotee, but the above has given you wisdom too, so think honestly, not only for yourself but also for your country.  "
959,959,959,959,1533.0,1533.0,3804,te,"మిరియాల కాలమ్ పళ్ళు  ఇకి లిస్తున్న చంద్రబాబు ప్రచార బోర్డ్ ఎక్కడ  పెట్టారో తెలు సం డి ,ప్రతీ ప్రభుత్వ కాలేజీ లో విద్యార్థుల ఓట్ల కోసం  ప్రిన్సిపల్ గదుల దగ్గర  ఖరీదైన బోర్థులు ఉంచారు. రాష్ట్ర చరిత్రలో  ఇలాంటి మద మెక్కిన  పైశాచిక  పబ్లిసిటీ వింత పోకడ. రాబోయే కాలంలో బహిరంగ  మరుగుదొడ్లు, బట్టల దుకాణాలలో దుస్తులు మార్చుకునే గదులలో కూడా ఇలాంటి దరిద్రపు ప్రచారాలు చేస్తారు. పాఠాలు చెప్పే ఉపాధ్యాయులకు జీతాలు ఇవ్వరు,ఇలాంటి ఖర్చులకు కోట్లు కుమ్మరిస్తారు.మిరియాల శ్రీనివాస్.",182908,1549623352000,"The Chandrababu Campaign Board, where the peppermint collars are located, has been placed in expensive booths at the Principal's chambers for students' votes in every Government College. This is a strange trend in the history of the state. Similar poverty campaigns will be held in public toilets and clothing stores in the coming years. Teachers who teach lessons are not paid salaries and quotes are poured for such expenses.  "
